id	result
5016566	{'章子怡': -2, '汪峰': -2}
5016567	{'帝辛': 0, '箕子': 0}
5016568	{'美国': -2}
5016569	{'中国': -2, '经济': -2}
5016570	{'邢昭林': 0, '恋情': -2}
5016571	{'长沙': -2, '客流': -2}
5016572	{'仙游县': -2, '莆田市': -2}
5016573	{'法院': -2, '扫黑风暴': 0}
5016574	{'李雷': -2, '南京天文爱好者协会': -2}
5016575	{'中国': -2, '汪文斌': -2}
5016576	{'张同学': 0}
5016577	{'香兰': -2, '党委书记': -2}
5016578	{'周刊文春': 0, '阿基拉': 0, '东京': -2, '日本': -2}
5016579	{'张成': -2, '王大娘': -2}
5016580	{'文旅部': -2, '袁仁国': 0}
5016581	{'哈德森': -2, '比赛': -2}
5016582	{'中国': -2, '中国证监会': -2}
5016583	{'威少': -1, '球员': -2, '湖人': -2}
5016584	{'德尔塔': -2}
5016585	{'大连市': -2}
5016586	{'教育部': -2}
5016587	{'北京冬奥会': -2, '波兰': -2, '开幕式': -2}
5016588	{'美国': -2, '中国': -2}
5016589	{'太原市': -2, '迎泽区': -2}
5016590	{'北京': -2}
5016591	{'朱元璋': 0, '皇后': -2, '马皇后': -2}
5016592	{'肖毅': -1}
5016593	{'任雪堂': 0}
5016594	{'汪小菲': -2}
5016595	{'巴西': -2, '尼日利亚': -2}
5016596	{'长三角': -2, '北京': -2}
5016597	{'美国': -2}
5016598	{'张柏芝': 0}
5016599	{'沧海一声笑': 0, '摇滚怎么了': 0, '华语': -2, '存在': 0, '披荆斩棘的哥哥': 0, '爱就爱了': 0, '当年情': 0, '海阔天空': 0, '往事只能回味': 0, '中国': -2}
5016600	{'粉丝': -2, '马洪涛': -2}
5016601	{'经济': -2, '东莞': -2}
5016602	{'明星': -2, '经纪公司': -2}
5016603	{'美国': -2, '中国': -2}
5016604	{'当家主母': -2}
5016605	{'旅客': -2, '隔离点': -2}
5016606	{'丁老五': -2, '二驴': -2, '粉丝': -2}
5016607	{'张亚中': -2, '卓伯源': -2}
5016608	{'粉丝': -2, '花哥': -2, '肖战': -2}
5016609	{'孙某': -1, '雪梨': -2, '红星资本局': -2}
5016610	{'微软': -2}
5016611	{'新东方': -2}
5016612	{'陈秋霖': -2, '杨锴': -2}
5016613	{'诸葛亮': 0, '司马懿': 0}
5016614	{'任正非': -2}
5016615	{'叶光富': -2}
5016616	{'辛鑫': 0, '选手': -2, '奥运会': -2}
5016617	{'美国': -2, '中新社': -2}
5016618	{'涨幅': -2, '跌幅': -2}
5016619	{'肖央': 0, '王大利': -2}
5016620	{'中国队': 0, '法国队': -1}
5016621	{'帕森斯': 0, '詹姆斯': -2}
5016622	{'乘客': -2, '地铁': -2}
5016623	{'雪梨': 0, '林珊珊': 0}
5016624	{'地位': -2, '封建主义': -2}
5016625	{'门锁': 0, '我不是药神': 0, '范丞丞': 0, '白百何': 0, '题材': -2, '电影': -2}
5016626	{'乌克兰': -2, '俄罗斯': -2}
5016627	{'张锦昌': -2}
5016628	{'辛鑫': 0, '选手': -2, '世锦赛': -2}
5016629	{'刘赛': 0, '星光大道': -2}
5016630	{'民进党': -2, '民众': -2}
5016631	{'崇左': -2, '广西': -2}
5016632	{'薛凯琪': 0, '郭子凡': 0}
5016633	{'肖毅': -1}
5016634	{'美国': -2, '拜登': -2}
5016635	{'彭某': -1, '陈某梅': -2}
5016636	{'电商': -2}
5016637	{'陈慧娴': 0, '千千阙歌': 0, '区丁玉': 0, '林忆莲': -2}
5016638	{'李氏': -2, '李暠': -2}
5016639	{'东契奇': 0}
5016640	{'鲁迅': -2}
5016641	{'于海龙': -2, '粉丝': -2}
5016642	{'玩家': -2, '哈利波特：魔法觉醒': -2}
5016643	{'委员': -2, '副主任': -2}
5016644	{'顾一野': 0, '张小飞': 0}
5016645	{'小沈龙': -2, '粉丝': -2, '辛巴': 0}
5016646	{'指纹': -2, '复旦大学': -2}
5016647	{'美国': -2}
5016648	{'绿松石': -2, '云盖寺': -2}
5016649	{'乔丹': 0}
5016650	{'微软': -2}
5016651	{'家长': -2, '大学': -2}
5016652	{'当地时间': -2, '德国': -2}
5016653	{'李易峰': -2, '方安娜': -2}
5016654	{'瑞·达利欧': 0, '索罗斯': -1}
5016655	{'陶虹': 0, '教练': -2, '冠军': -2}
5016656	{'网易': -2, '周杰伦': -2}
5016657	{'中国': -2, '联合国': -2}
5016658	{'日本': -2}
5016659	{'陈哲远': 0, '古装': -2, '我的反派男友': 0}
5016660	{'病例': -2, '本土': -2}
5016661	{'云上的小店': 0, '小河乡': -2}
5016662	{'郑微': 0, '杨子姗': 0}
5016663	{'兰某才': -1, '上林县': -2, '民警': -2}
5016664	{'朱县长': -2, '朱太太': -2}
5016665	{'哈伯德': 0, '特朗普': -2}
5016666	{'英雄联盟': 0, '韦洁': -2}
5016667	{'詹姆斯': 0, '哈登': 0, '库里': 0, '湖人': -2, '球迷': -2, '总冠军': -2}
5016668	{'欧洲议会': 0, '梅措拉': -2, '欧盟': -2}
5016669	{'北约': -2, '美国': -2}
5016670	{'紫光集团': -2, '健坤集团': -2}
5016671	{'陈默': -2, '男主': -2}
5016672	{'艺人': -2}
5016673	{'深圳': -2, '车辆': -2}
5016674	{'张雨绮': 0, '恋情': -2}
5016675	{'房企': -2, '楼盘': -2}
5016676	{'胡某': -2, '侯某然': -1, '邓某': -2, '高某': -2}
5016677	{'夏桀': 0}
5016678	{'童童': -2, '佟先生': -2}
5016679	{'梦想改造家': 0}
5016680	{'成都': -2, '成都电视台': -2}
5016681	{'香港': -2, '星岛日报': -2}
5016682	{'角色': -2, '演员': -2}
5016683	{'冬奥': -2}
5016684	{'中国': -2}
5016685	{'西安': -2}
5016686	{'太平洋': -2, '汤加': -2}
5016687	{'追光吧': -2, '小星': -2}
5016688	{'汪文斌': -2}
5016689	{'秦某水': -1, '被告人': -2}
5016690	{'北京': -2}
5016691	{'太平洋': -2, '汤加': -2}
5016692	{'杜兰特': 0, '篮网': 0}
5016693	{'神龙公司': -2, '法院': -2}
5016694	{'老师': -2}
5016695	{'广汽集团': -2, '广汽研究院': -2}
5016696	{'刘祥坤': 0}
5016697	{'刘涛': 0, '刘雯': 0, '秦俊杰': 0}
5016698	{'雪梨': -2, '林珊珊': -1, '淘宝': -2}
5016699	{'小和卓': -2, '兆惠': 0}
5016700	{'反倾销税': -2, '欧盟': -2}
5016701	{'赵老师': -2, '何女士': -2}
5016702	{'赵女士': -2}
5016703	{'汪小菲': -2}
5016704	{'刘鑫': -1, '刘长春': -2, '江秋莲': -2}
5016705	{'郁可唯': -2}
5016706	{'姜文': -2, '谢晋': -2}
5016707	{'奥密克戎': -2, '天津': -2}
5016708	{'加州': -2, '狄迪恩': 0}
5016709	{'中国': -2}
5016710	{'向阳红': -2, '太平洋': -2}
5016711	{'宾某': -1, '符女士': -2}
5016712	{'保时捷': -2}
5016713	{'北京': -2}
5016714	{'男子': -1, '湖北': -2, '民警': -2}
5016715	{'北京': -2}
5016716	{'墨西哥': -2, '桑德斯': -2}
5016717	{'马斯克': -2, '贝索斯': -2}
5016718	{'中国': -2, '南京': -2}
5016719	{'美国': -2, '中国': -2}
5016720	{'冬奥': -2}
5016721	{'勇士队': 0, '库里': -1, '维金斯': 0, '公牛': 0, '半场': -2, '手感': -1}
5016722	{'奥密克戎': -2}
5016723	{'北辙南辕': 0}
5016724	{'蒋女士': -2}
5016725	{'中国': -2, '奥运会': -2}
5016726	{'刘刘': 0, '粉丝': -2}
5016727	{'鸿星尔克': -2, '吴荣照': -2}
5016728	{'小区': -2, '郑州市': -2}
5016729	{'反家庭暴力法': -2}
5016730	{'乾隆': 0, '皇帝': -2}
5016731	{'古天乐': 0}
5016732	{'台湾': -2, '中央社': -2}
5016733	{'党委': -2, '一线': -2}
5016734	{'库尔勒香梨协会': -1, '钟兰安': -2}
5016735	{'姚安娜': -2, '商标': -2}
5016736	{'孙德顺': -1, '中信银行': -2, '央视': -2}
5016737	{'王忆如': 0, '马列文': -2}
5016738	{'广元火车站': -2, '地震': -2}
5016739	{'武契奇': -2, '中国': -2, '塞尔维亚': -2, '越南': -2}
5016740	{'山东省': -2}
5016741	{'奥斯曼': -2, '奥斯曼帝国': -1}
5016742	{'阳澄湖': -2}
5016743	{'巴西': -2, '希腊': -2}
5016744	{'汤普森': 0, '勇士': 0, '队友': -2}
5016745	{'北京市': -2}
5016746	{'旦旦': -2, '中国': -2}
5016747	{'板块': -2, '二手房': -2}
5016748	{'星巴克': 0}
5016749	{'习近平': 0, '中央纪委国家监委': -2}
5016750	{'汉武帝': 0, '奥斯曼帝国': 0, '宋明清': 0}
5016751	{'演员': -2, '导演': -2}
5016752	{'英国': -2, '美国': -2}
5016753	{'车辆': -2, '夏庆华': -2}
5016754	{'李思思': 0, '主持人': -2}
5016755	{'勇士': 0, '库里': -2, '球队': -2}
5016756	{'台湾': -2, '立陶宛': -2}
5016757	{'李某': -2, '王某': -2, '张某': -2, '刘某': -2, '被告人': -2}
5016758	{'扎宾斯基': -2}
5016759	{'居民': -2, '北京': -2}
5016760	{'政治': -2, '干部': -2}
5016761	{'中国女足': -2}
5016762	{'孙卓': -2, '吕悦': -2}
5016763	{'房子': -2}
5016764	{'病例': -2, '美国': -2}
5016765	{'董文军': -2, '张掖': -2}
5016766	{'尼克斯队': 0, '湖人队': -1, '森林狼队': 0}
5016767	{'手机': -2, '应用程序': -2}
5016768	{'郸城县': -2, '郸城县疫情防控指挥部': -2}
5016769	{'高考': -2, '郗某某': -2}
5016770	{'杨幂': -2}
5016771	{'韩国': -2, '刘强': -2}
5016772	{'李冲': 0, '李氏': -2}
5016773	{'美国': -2, '业务': -2}
5016774	{'活塞': 0, '猛龙': 0, '篮板': -2, '康宁汉姆': 0}
5016775	{'黄纪莹': -2, '古天乐': 0}
5016776	{'湖人': -2, '火箭': -2}
5016777	{'北京奥林匹克公园': -2, '北京奥林匹克公园中心区': -2}
5016778	{'穆里': -2, '巴基斯坦': -2}
5016779	{'上市公司': -2}
5016780	{'宏光MINIEV': 0}
5016781	{'中国共产党': 0}
5016782	{'王某': -1, '被告人': -2}
5016783	{'人气': -2, '散打哥': 0, '粉丝': -2}
5016784	{'刘刚': 0, '野狼disco': 0, '春晚': -2, '张艺兴': 0}
5016785	{'东方园林': -2, '何巧女': -2}
5016786	{'克里斯保罗': 0, '库里': -2, '恩比德': 0, '赛季': -2, '76人': -2}
5016787	{'剧组': -2}
5016788	{'郸城': -2}
5016789	{'常学福': -2, '常山': -2}
5016790	{'金陵': -2, '南京': -2}
5016791	{'孔某某': -1}
5016792	{'赵丽蓉': 0, '小品': -2, '观众': -2}
5016793	{'蔡徐坤': 0, '明星': -2, '偶像': -2}
5016794	{'杨幂': 0}
5016795	{'台湾': -2, '新时代': -2}
5016796	{'武汉市': -2}
5016797	{'北京青年报': -2}
5016798	{'阿里云': -2, '组件': -2}
5016799	{'刘三芳': -2, '吕立军': -2}
5016800	{'辛巴': 0, '马洪涛': 0}
5016801	{'仙人洞遗址': -2, '河南': -2}
5016802	{'北京': -2, '上海': 0}
5016803	{'胡海泉': 0, '披荆斩棘的哥哥': 0, '林志炫': 0}
5016804	{'郭晶晶': -2, '霍震霆': -2, '霍启刚': 0}
5016805	{'罗永浩': -2}
5016806	{'李子柒': 0}
5016807	{'梁武帝': -2}
5016808	{'大厅': -2, '江苏省人民医院': -2}
5016809	{'杭州': -2, '杭州电视台': -2}
5016810	{'法国': -2, '法新社': -2}
5016811	{'美国': -2, '伊朗': -2}
5016812	{'张傲月': 0, '吴镇宇': 0, '追光吧': 0, '张卫健': 0}
5016813	{'北京': -2, '毛群安': -2}
5016814	{'王宝强': 0, '冯清': -2}
5016815	{'习近平': -2}
5016816	{'云南': -2}
5016817	{'马良': 0, '刘备': -2, '刘巴': 0}
5016818	{'佳兆业集团': -2, '深圳': -2}
5016819	{'林峯': 0, '刘涛': 0, '题材': -2, '演员': -2}
5016820	{'林俊杰': -2}
5016821	{'新冠': -2, '患者': -2}
5016822	{'布莱恩·梅': 0, '新冠': -2}
5016823	{'陈某': -1}
5016824	{'刘诗诗': 0, '气质': -2}
5016825	{'唐伯虎': 0}
5016826	{'央行': -2, '利率': -2}
5016827	{'刘墉': 0, '乾隆': 0}
5016828	{'记者': -2}
5016829	{'社会': -2, '老人': -2}
5016830	{'陈刚': -2, '中央纪委国家监委': -2}
5016831	{'刘强': -2, '中国': -2}
5016832	{'张汝舟': -2, '李清照': -2}
5016833	{'证据': -2}
5016834	{'古董局中局': 0, '风起洛阳': 0, '马伯庸': 0}
5016835	{'五眼联盟': -1, '英国': -2, '香港': -2, '中国': -2}
5016836	{'王力宏': 0, '人设': -1}
5016837	{'台湾': -2}
5016838	{'李暠': 0}
5016839	{'病例': -2, '航班': -2}
5016840	{'陈亚男': -1, '朱单伟': -2}
5016841	{'哈登': 0, '纳什': 0}
5016842	{'特朗普': -2, '总统': -2}
5016843	{'陶虹': 0, '张庭': 0}
5016844	{'克罗宁': -2}
5016845	{'佳木斯': -2}
5016846	{'新疆': -2}
5016847	{'北京': -2, '内蒙古': -2}
5016848	{'西安市': -2, '新华社': -2}
5016849	{'立陶宛': -2, '汪文斌': -2}
5016850	{'李湘': 0, '章子怡': 0, '同框': -2}
5016851	{'北京': -2}
5016852	{'港南区': -2}
5016853	{'孟美岐': -2}
5016854	{'黑龙江省': -2}
5016855	{'意大利': -1, '军队': -2}
5016856	{'快乐大本营': 0, '节目': -2}
5016857	{'5G': -2, '中国': -2}
5016858	{'深圳队': 0, '贺希宁': 0, '白昊天': 0, '辽宁队': 0}
5016859	{'张杰': -2, '谢娜': 0}
5016860	{'香港特区政府': -2}
5016861	{'李代沫': 0, '宋冬野': -2, '艺人': -2, '中国演出行业协会': -2}
5016862	{'杨少华': 0}
5016863	{'书记': -2, '翟红玲': -2}
5016864	{'河南': -2, '中国': -2}
5016865	{'王念四': -1, '吕勇': -2, '王宝帅': -2, '闫文峰': -2, '封丘县': -2, '县委': -2}
5016866	{'利拉德': -2}
5016867	{'伍德': 0, '火箭': -2, '球员': -2}
5016868	{'乔清浅': 0}
5016869	{'立陶宛': -2}
5016870	{'英国': -2, '伦敦': -2}
5016871	{'智能': -2, '李培根': -2}
5016872	{'鹿晗': 0, '关晓彤': 0}
5016873	{'赵魏': 0, '吴船长': 0}
5016874	{'维基': -2, '美军': -2}
5016875	{'浩南': 0, '粉丝': -2}
5016876	{'周杰': 0, '还珠格格1': 0}
5016877	{'地区': -2}
5016878	{'宁波太平鸟电子商务有限公司': -1}
5016879	{'金波': -1}
5016880	{'肯尼亚': -2, '索马里': -2}
5016881	{'孙俪': 0, '亮剑': -2, '演员': -2, '海润': -2}
5016882	{'国家抗灾署': -2, '塞梅鲁': -2}
5016883	{'新疆拉夏贝尔服饰股份有限公司': -1, '案件': -2}
5016884	{'姜保宁': 0, '嘉南传': 0, '鞠婧祎': 0, '演技': -2, '观众': -2}
5016885	{'李某某': -1}
5016886	{'诸葛亮': 0, '刘禅': -2}
5016887	{'印度': -2, '普京': -2}
5016888	{'雄鹿': 0, '字母哥': -2, '卢尼': -2, '阿伦': -2}
5016889	{'林妙可': 0}
5016890	{'中国': -2, '凯凯': -2}
5016891	{'西蒙': -2, '乔塞特': -2, '纽约': -2}
5016892	{'梁冰': 0, '简爱': 0, '星辰大海': 0, '刘涛': 0, '观众': -2, '女主': -2}
5016893	{'马约卡斯': -2}
5016894	{'郑宁': -2}
5016895	{'李金铭': -2, '欧莱雅': -2}
5016896	{'王岳伦': -2, '李湘': 0}
5016897	{'南海': -2, '日本': -2}
5016898	{'可口可乐': -2}
5016899	{'赵文卓': 0}
5016900	{'列车': -2, '大雁塔': -2}
5016901	{'那英': 0, '刀郎': 0, '姚贝娜': -2}
5016902	{'陈情令': 0, '王一博': 0, '肖战': 0, '电视剧': -2}
5016903	{'日本': -2}
5016904	{'纽约': -2}
5016905	{'篮网': 0}
5016906	{'LPR': -2, '中国人民银行': -2}
5016907	{'自治区党委': -2, '常委': -2}
5016908	{'仙游县': -2}
5016909	{'美国': -2}
5016910	{'卫星': -2, '印度': -2}
5016911	{'北京': -2, '中国男子冰球队': -2}
5016912	{'铜山': -2, '博之文培训中心': -2}
5016913	{'关之琳': 0, '陈泰铭': -2}
5016914	{'威廉王子': -2}
5016915	{'德国': -2, '北京冬奥会': -2}
5016916	{'格林': -2, '勇士': -2}
5016917	{'摩尔多瓦': -2, '欧盟': -2}
5016918	{'标本': -2}
5016919	{'清华大学': -2}
5016920	{'中国': -2, '西藏': -2}
5016921	{'哥伦比亚': -2}
5016922	{'零容忍': -2, '惩前毖后': -2}
5016923	{'杨紫': -2, '张一山': -2}
5016924	{'乐视': -2, '现金流': -2}
5016925	{'哈尼克孜': 0, '刘丹': 0, '李玲玉': 0, '玉兔精': 0}
5016926	{'北京房山分公司': -1, '行政处罚': -2, '商标': -2}
5016927	{'台湾': -2, '习近平': -2}
5016928	{'印度': -2, '印度海军': -2}
5016929	{'数学年刊': -2, '朱良璧': 0, '陈建功': -2, '苏步青': -2, '数学': -2, '浙江大学': -2}
5016930	{'金晨': 0, '白色': -2, '毛衣': -2}
5016931	{'铅山县': -2, '林某某': -2}
5016932	{'半场': -2, '魔术': -1}
5016933	{'格日措': -1, '玛沁县公安局': -2, '玛沁县': -2, '县公安局': -2}
5016934	{'字母哥': 0, '勇士': 0, '雄鹿': 0, '手感': 0}
5016935	{'艺人': -2}
5016936	{'天气': -2, '长江': -2}
5016937	{'上海': 0, '苏州': 0}
5016938	{'黎巴嫩': -2}
5016939	{'金秉': 0, '钟奕祺': 0, '快手': -2, '程一笑': -2}
5016940	{'汤加': -2, '中国': -2}
5016941	{'美国': -2, '纽约时报': -2}
5016942	{'债券': -2, '恒大地产': -2}
5016943	{'张某': -1}
5016944	{'王神爱': 0}
5016945	{'张秉文': -2, '济南': -2, '张家': -2}
5016946	{'谭咏麟': 0, '时光音乐会': -2, '节目': -2}
5016947	{'玲娜贝儿': -2}
5016948	{'住房': -2}
5016949	{'亚洲象': -2, '云南': -2}
5016950	{'机器': -2}
5016951	{'经济': -2}
5016952	{'弘一法师': 0, '济公': 0, '游本昌': 0}
5016953	{'董某': -1, '赵某': -1, '朱战备': -2, '王伟': -1, '暴某': -1, '冯某': -1, '万达': -2}
5016954	{'杨倩': 0}
5016955	{'吴建豪': 0, '周渝民': 0, '逆局': -2}
5016956	{'毛文龙': 0, '熊廷弼': 0, '袁崇焕': -2, '魏忠贤': 0, '崇祯皇帝': -2}
5016957	{'肖若腾': 0, '桥本大辉': 0, '选手': -2, '金牌': -2}
5016958	{'郑州市': -2}
5016959	{'香港': -2, '台湾': -2}
5016960	{'中国': -2, '海域': -2}
5016961	{'中国': -2, '湛江': -2}
5016962	{'埃博拉前线': 0, '中国': -2, '非洲': -2}
5016963	{'李玉刚': 0}
5016964	{'货币政策': -2, '利率': -2}
5016965	{'推特': -2, '莫迪': -2}
5016966	{'外交': -2, '俄罗斯': -2}
5016967	{'伊朗': -2, '美国': -2}
5016968	{'新时代': -2}
5016969	{'王永康': -2, '黑龙江省': -2}
5016970	{'开端': 0, '剧集': -2, '赵今麦': -2}
5016971	{'费县': -2, '高铁': -2}
5016972	{'李富文': -1}
5016973	{'奥委会': -2}
5016974	{'封控区': -2}
5016975	{'南京美洲豹电子商务有限公司': 0, '李佳琦': -2, '王海': -1}
5016976	{'维珍银河': -2}
5016977	{'袁天罡': 0, '杜淹': -2, '天下': -2}
5016978	{'西藏': -2, '面积': -2}
5016979	{'篮网': 0, '战绩': -2}
5016980	{'霸州市政府新闻办': -2, '记者': -2}
5016981	{'俄罗斯': -2, '白俄罗斯': -2}
5016982	{'张艺兴': -2, '演员': -2}
5016983	{'美国': -2, '新加坡': -2}
5016984	{'李某': -1, '男子': -2}
5016985	{'王鹏飞': -1}
5016986	{'台湾': -2, '远东集团': -2}
5016987	{'风水': -2, '宋徽宗': 0}
5016988	{'新冠': -2}
5016989	{'日本': -2, '奥组委': -2}
5016990	{'赵宇贤': -2}
5016991	{'禄口机场': -2, '南京市': -2}
5016992	{'病人': -2, '山东齐鲁医院': 0}
5016993	{'CPI': -2}
5016994	{'上海市消保委': -2}
5016995	{'王某': -2, '李某': -2}
5016996	{'赵文卓': 0, '荡寇风云': 0, '功夫联盟': 0, '吴京': 0, '纹身': -2, '电影': -2, '综艺': -2}
5016997	{'金晓宇': -2, '美丽心灵': -2}
5016998	{'贝索斯': -2, '亚马逊': -2}
5016999	{'兰州市': -2}
5017000	{'星辰大海': 0, 'M国': -2}
5017001	{'基金': -2, '收益': -2}
5017002	{'球队': -2, '球员': -2}
5017003	{'公牛': 0, '篮板': -2, '生涯': -2}
5017004	{'李淳罡': 0}
5017005	{'股权': -2, '格力电器': -2}
5017006	{'命中率': -2, '赛季': -2}
5017007	{'中国': -2, '香港': -2, '英国': -2, '伦敦': -2}
5017008	{'太平洋': -2, '洪阿哈阿帕伊火山岛': -2}
5017009	{'赵梦澈': 0}
5017010	{'河北省': -2, '国际奥委会': -2}
5017011	{'琅琊榜': 0, '山河令': 0, '观众': -2, '林殊': 0}
5017012	{'黄爱廉': 0, '暨南大学': -2, '广州': -2}
5017013	{'病毒': -2}
5017014	{'山姆': -2, '门店': -2}
5017015	{'台湾': -2, '日本': -2}
5017016	{'李某贤': -1, '检察机关': -2, '新疆': -2}
5017017	{'印度': -2, '中国': -2}
5017018	{'曾美慧孜': -2}
5017019	{'美国': -2, '比分': -2}
5017020	{'沈相奵': -2, '总统': -2}
5017021	{'全面从严治党': -2, '习近平': -2}
5017022	{'徐力群': -1, '中卫': -2, '固原市委': -2}
5017023	{'詹姆斯': 0, '库里': 0, '联盟': 0, '合同': -2}
5017024	{'宋太宗': 0, '赵延美': -2, '权力': -2}
5017025	{'西安市': -2}
5017026	{'特斯拉': -2, '弗里蒙特': -2}
5017027	{'二连浩特市': -2, '内蒙古自治区': -2}
5017028	{'陕西省': -2, '陕西省委': -2}
5017029	{'孙某': -1, '红星资本局': -2}
5017030	{'肖战': 0}
5017031	{'中国': -2, '汪文斌': -2}
5017032	{'华融信托': -2, '股权': -2}
5017033	{'习近平': -2, '北京': -2}
5017034	{'赖小民': -1, '中国华融': -2, '股东': -2}
5017035	{'李易峰': -2, '方安娜': -2}
5017036	{'敌人': -2, '战士': -2}
5017037	{'班主任': -1, '学生': -2, '家长': -2}
5017038	{'地球': -2, '美国': -2}
5017039	{'拜登政府': 0, '美国': -2, '中国': -2}
5017040	{'周某某': -2}
5017041	{'卫星': -2}
5017042	{'康某甲': -2, '虹口区': -2}
5017043	{'草原局': -2}
5017044	{'症状': -2, '郑州市': -2}
5017045	{'商品': -2}
5017046	{'格力电器': -2, '董明珠': -2}
5017047	{'榆林市': -2}
5017048	{'海军': -2, '印度': -2}
5017049	{'邓紫棋': -2, 'Mark': -2}
5017050	{'杜江': 0, '霍思燕': 0, '嗯哼': 0, '黑色': -2}
5017051	{'里维拉': -1}
5017052	{'新西兰': -2, '朴槿惠': -2}
5017053	{'陈杲': -2, '陈秀雄': -2}
5017054	{'韩潮': -2}
5017055	{'库里': 0, '球迷': -2}
5017056	{'艺人': -2, '罗志祥': 0}
5017057	{'许家印': -2}
5017058	{'台大': -2}
5017059	{'尼拉吉·秋普拉': 0, '印度': -2, '金牌': -2}
5017060	{'周冠宇': 0, '中国': -2, '阿尔法罗密欧车队': -2}
5017061	{'步行者队': 0, '湖人队': 0, '威斯布鲁克': -1}
5017062	{'满洲里市': -2}
5017063	{'潘长江': 0, '小品': -2, '蔡明': -2}
5017064	{'爱尔眼科': -1, '医保': -2}
5017065	{'公安机关': -2}
5017066	{'桑娜·马林': -2, '芬兰': -2}
5017067	{'自我革命': -2, '历史周期率': -2}
5017068	{'安徽省': -2}
5017069	{'福建': -2, '安溪汽车总站': -2}
5017070	{'中国': -2, '智能': -2}
5017071	{'任泉': 0, '李冰冰': 0}
5017072	{'新华社': -2, '记者': -2}
5017073	{'戴维斯': 0, '客场': -2}
5017074	{'美国': -2, '纽约联储': -2}
5017075	{'任子威': 0, '武大靖': 0, '冬奥': -2, '中国': -2}
5017076	{'业务': -2, '字节跳动': -2}
5017077	{'车企': -2}
5017078	{'肯德基': -2, '泡泡玛特': -2}
5017079	{'小沈龙': 0, '粉丝': -2}
5017080	{'王女士': -2}
5017081	{'规划': -2, '国家发展改革委': -2}
5017082	{'佟大为': -2}
5017083	{'美国': -2}
5017084	{'东京': -2, '新华社': -2}
5017085	{'王绍文': 0, '陕西': -2}
5017086	{'潘晓婷': -2}
5017087	{'旅客': -2, '列车': -2}
5017088	{'约翰逊': -2, '英国': -2}
5017089	{'宋某某': -2, '李田田': -2, '湘西': -2, '亲属': -2}
5017090	{'陕西省': -2, '魏建锋': -2}
5017091	{'海军陆战队': -2, '美军': -2}
5017092	{'西安高新医院': -2, '高新医院': -2, '西安': -2}
5017093	{'王源': 0, '粉丝': -2}
5017094	{'后勤管理处': -2}
5017095	{'刘丹': 0, '观众': -2, '乾隆': 0}
5017096	{'上市公司': -2, '业务': -2}
5017097	{'文淇': 0, '冯绍峰': 0, '郭子凡': 0, '致命愿望': 0, '范丞丞': 0, '杨蓉': 0}
5017098	{'学校': -2, '老师': -2}
5017099	{'黄某某': -2, '法院': -2}
5017100	{'中美': -2}
5017101	{'台湾': -2}
5017102	{'陈某某': -1, '杭州': -2, '公安机关': -2}
5017103	{'刘德华': 0, '段奕宏': 0, '樊少皇': 0, '邹兆龙': 0, '赵文卓': 0, '彭于晏': 0, '释小龙': 0, '李连杰': 0, '余男': -2, '吴京': -2}
5017104	{'唐某': -2}
5017105	{'教练': -2, '主教练': -2}
5017106	{'台湾': -2, '艺人': -2}
5017107	{'樊振东': 0, '决赛': -2, '梁靖崑': 0}
5017108	{'合肥': -2}
5017109	{'外交': -2}
5017110	{'柳眠棠': -2, '崔九': 0}
5017111	{'病例': -2, '韩军': -2}
5017112	{'韩国': -2, '中国': -2}
5017113	{'杨志才': -1, '王夫伟': -1, '阜阳中院': -2, '被告人': -2}
5017114	{'李环': -2, '王玲': -2}
5017115	{'裙摆': -2, '美腿': 0, '层次感': -2, '万茜': 0, '色调': -2, '大衣': 0}
5017116	{'朱元璋': 0}
5017117	{'西川': -2}
5017118	{'李靓蕾': 0, '王力宏': -2}
5017119	{'商丘': -2, '虞城县': -2}
5017120	{'张芷溪': -2, '金瀚': -2}
5017121	{'列车': -2, '国铁集团': -2}
5017122	{'圈头卫生院': -2}
5017123	{'风起洛阳': 0, '剧情': -2}
5017124	{'长沙': -2, '河间市': -2}
5017125	{'涂们': 0}
5017126	{'中国': -2, '伯恩斯': -2}
5017127	{'舒畅': 0, '连衣裙': -2, '面料': -2, '锁骨': 0, '裙摆': -2, '气质': -2}
5017128	{'滴滴': -2, '网约车': -2}
5017129	{'熊倪': -2, '湖南': -2, '体育局': -2}
5017130	{'小区': -2}
5017131	{'安赛龙': 0, '石宇奇': 0}
5017132	{'景区': -2, '门票': -2}
5017133	{'小托马斯': 0, '欧文': 0, '骑士队': 0, '邓肯': 0, '诺维斯基': 0, '命中率': -2, '球迷': -2}
5017134	{'江南地区': -2, '张骞': -2}
5017135	{'北京': -2, '清河站': -2}
5017136	{'宜宾': -2, '贵州': -2}
5017137	{'美国': -2}
5017138	{'华为': -2, '薪酬': -2}
5017139	{'刘克明': 0}
5017140	{'高考': -2, '韩国': -2}
5017141	{'长春': -2, '长春高新': -2}
5017142	{'徐力群': -1, '牛向东': -2}
5017143	{'购房者': -2, '房价': -2}
5017144	{'王林': -2, '王斌': -2}
5017145	{'缅甸': -2, '印度尼西亚': -2}
5017146	{'国家市场监督管理总局': -2, '价格违法行为行政处罚规定': -2}
5017147	{'病例': -2, '阴性': -2}
